colour	x	y	clickSelects	fill
#7CAE00	0.695070995102552	0.184188421815634	Male.No	#7CAE00
#7CAE00	0.747267034328119	0.134315514937043	Male.No	#7CAE00
#7CAE00	0.801468318582258	0.344694048250941	Male.No	#7CAE00
#7CAE00	0.640448517758738	0.116642808372324	Male.No	#7CAE00
#C77CFF	0.901149981993843	0.64998659864068	Male.Yes	#C77CFF
#7CAE00	0.620909237810834	0.309221616607498	Male.No	#7CAE00
#00BFC4	0.329126520590349	0.755523513748564	Female.Yes	#00BFC4
#00BFC4	0.244400232776322	0.859760851260613	Female.Yes	#00BFC4
#F8766D	0.394250584512272	0.317067218690433	Female.No	#F8766D
#C77CFF	0.884262598712336	0.708202053284781	Male.Yes	#C77CFF
#C77CFF	0.668225136839531	0.606512953188609	Male.Yes	#C77CFF
#C77CFF	0.907890888862312	0.666945216923275	Male.Yes	#C77CFF
#C77CFF	0.796142815104262	0.596503430723467	Male.Yes	#C77CFF
#7CAE00	0.777296566489068	0.231682387519289	Male.No	#7CAE00
#00BFC4	0.13581358759918	0.590772892687131	Female.Yes	#00BFC4
#00BFC4	0.157083466395058	0.831345113502307	Female.Yes	#00BFC4
#00BFC4	0.446813426911831	0.642276874828068	Female.Yes	#00BFC4
#00BFC4	0.355284579521553	0.57286037623205	Female.Yes	#00BFC4
#F8766D	0.113698590716178	0.150237006135285	Female.No	#F8766D
#C77CFF	0.595517589117993	0.732373268343508	Male.Yes	#C77CFF
#C77CFF	0.805209489369934	0.862081152471629	Male.Yes	#C77CFF
#C77CFF	0.889917947859927	0.839724253524433	Male.Yes	#C77CFF
#7CAE00	0.843822795982388	0.331555547362024	Male.No	#7CAE00
#00BFC4	0.391086971979927	0.907927256754854	Female.Yes	#00BFC4
#7CAE00	0.801611100746827	0.206093612211672	Male.No	#7CAE00
#F8766D	0.286162395114926	0.186417716639963	Female.No	#F8766D
#7CAE00	0.884049063125117	0.365799726241014	Male.No	#7CAE00
#7CAE00	0.755393739705059	0.400280557742173	Male.No	#7CAE00
#F8766D	0.425299106673761	0.408959250812503	Female.No	#F8766D
#F8766D	0.347692640074952	0.119100238281217	Female.No	#F8766D
#7CAE00	0.61128523776477	0.363999628377232	Male.No	#7CAE00
#F8766D	0.122388768179173	0.15418737356297	Female.No	#F8766D
#F8766D	0.230132310397246	0.302922149696811	Female.No	#F8766D
#F8766D	0.293303350579332	0.333328730342063	Female.No	#F8766D
#7CAE00	0.756123156540773	0.329685036431659	Male.No	#7CAE00
#F8766D	0.414228241721338	0.165423926728016	Female.No	#F8766D
#7CAE00	0.893498394299637	0.152965713207695	Male.No	#7CAE00
#7CAE00	0.641129714182832	0.239166707816449	Male.No	#7CAE00
#F8766D	0.268087390725586	0.0979862418872389	Female.No	#F8766D
#F8766D	0.338151644407348	0.176187625662847	Female.No	#F8766D
#7CAE00	0.708698987960815	0.285821408880028	Male.No	#7CAE00
#F8766D	0.229037192396142	0.435738223520192	Female.No	#F8766D
#F8766D	0.282480995255438	0.133161497387019	Female.No	#F8766D
#7CAE00	0.750196510756558	0.220659858547151	Male.No	#7CAE00
#7CAE00	0.61016498235139	0.37477324555882	Male.No	#7CAE00
#F8766D	0.123105520043861	0.420187639157203	Female.No	#F8766D
#F8766D	0.202090143056756	0.297350045886229	Female.No	#F8766D
#F8766D	0.118616165593266	0.441435773094947	Female.No	#F8766D
#F8766D	0.234572053124959	0.409417854283344	Female.No	#F8766D
#F8766D	0.14509800305082	0.153076140972024	Female.No	#F8766D
#F8766D	0.406575549563224	0.44994768678126	Female.No	#F8766D
#F8766D	0.196738113479858	0.439272088168019	Female.No	#F8766D
#C77CFF	0.572033527730541	0.676255195401609	Male.Yes	#C77CFF
#F8766D	0.417380485006354	0.141370654783466	Female.No	#F8766D
#F8766D	0.387013642456044	0.403880906291306	Female.No	#F8766D
#7CAE00	0.83526128615168	0.421425720846111	Male.No	#7CAE00
#7CAE00	0.840940735980191	0.437964932823723	Male.No	#7CAE00
#F8766D	0.11358327198435	0.312820124270564	Female.No	#F8766D
#F8766D	0.394933676093139	0.28661150095815	Female.No	#F8766D
#F8766D	0.374064252034507	0.181052602150223	Female.No	#F8766D
#F8766D	0.366941785778512	0.407567555254156	Female.No	#F8766D
#F8766D	0.34187002344565	0.299201395023953	Female.No	#F8766D
#7CAE00	0.894487553868781	0.244148408740082	Male.No	#7CAE00
#7CAE00	0.755964212458242	0.0957296354357492	Male.No	#7CAE00
#7CAE00	0.848033721643415	0.104660588824614	Male.No	#7CAE00
#7CAE00	0.68252033545551	0.219212062826211	Male.No	#7CAE00
#7CAE00	0.862189187414267	0.28303708051416	Male.No	#7CAE00
#7CAE00	0.660373825833879	0.222973498177122	Male.No	#7CAE00
#7CAE00	0.611834692853418	0.364206056279892	Male.No	#7CAE00
#F8766D	0.292224512689493	0.172244377942248	Female.No	#F8766D
#7CAE00	0.844020413488827	0.409088232977824	Male.No	#7CAE00
#F8766D	0.348178703422573	0.125509374690327	Female.No	#F8766D
#F8766D	0.324935608035461	0.27107242977416	Female.No	#F8766D
#7CAE00	0.585248301906342	0.120239905251021	Male.No	#7CAE00
#7CAE00	0.764500561254946	0.132004819471728	Male.No	#7CAE00
#7CAE00	0.888185724531385	0.178859058344229	Male.No	#7CAE00
#F8766D	0.373676920055666	0.417993071912365	Female.No	#F8766D
#7CAE00	0.830783669667488	0.332661393521862	Male.No	#7CAE00
#00BFC4	0.176874599165537	0.722304621711373	Female.Yes	#00BFC4
#7CAE00	0.813099321993914	0.299766045571728	Male.No	#7CAE00
#7CAE00	0.8450405866077	0.369619900106706	Male.No	#7CAE00
#7CAE00	0.819792723875832	0.124794624576514	Male.No	#7CAE00
#00BFC4	0.317485118623484	0.547730026597326	Female.Yes	#00BFC4
#00BFC4	0.151278095827861	0.801903551698408	Female.Yes	#00BFC4
#C77CFF	0.806278775869445	0.652753367681395	Male.Yes	#C77CFF
#C77CFF	0.771647717803717	0.817599224095995	Male.Yes	#C77CFF
#C77CFF	0.658987494693561	0.874443075111644	Male.Yes	#C77CFF
#C77CFF	0.896371933546933	0.640965815379538	Male.Yes	#C77CFF
#C77CFF	0.681987722742964	0.637325739826668	Male.Yes	#C77CFF
#C77CFF	0.74316217022186	0.835372160612182	Male.Yes	#C77CFF
#C77CFF	0.905309300446375	0.869198723357509	Male.Yes	#C77CFF
#C77CFF	0.566875408742238	0.776824329302392	Male.Yes	#C77CFF
#00BFC4	0.17935381016948	0.84548991994763	Female.Yes	#00BFC4
#C77CFF	0.813252775591205	0.701908310197971	Male.Yes	#C77CFF
#C77CFF	0.873633702539585	0.678000994365324	Male.Yes	#C77CFF
#C77CFF	0.802927180024033	0.795076286081563	Male.Yes	#C77CFF
#C77CFF	0.714767771688375	0.573136003433981	Male.Yes	#C77CFF
#C77CFF	0.55681345840408	0.645574214698916	Male.Yes	#C77CFF
#C77CFF	0.722426764921031	0.576403603719717	Male.Yes	#C77CFF
#7CAE00	0.743017849512398	0.316265161149204	Male.No	#7CAE00
#00BFC4	0.44195306673646	0.796209937469526	Female.Yes	#00BFC4
#C77CFF	0.62681084795093	0.900615449740805	Male.Yes	#C77CFF
#00BFC4	0.394609441472725	0.844577157277275	Female.Yes	#00BFC4
#C77CFF	0.631764170459726	0.635983296246691	Male.Yes	#C77CFF
#C77CFF	0.803574119355868	0.587626983242279	Male.Yes	#C77CFF
#00BFC4	0.342817786234346	0.862604225477712	Female.Yes	#00BFC4
#C77CFF	0.792779172855345	0.575898634269834	Male.Yes	#C77CFF
#C77CFF	0.578757222487845	0.637286153875969	Male.Yes	#C77CFF
#C77CFF	0.766950009729375	0.719435338946906	Male.Yes	#C77CFF
#7CAE00	0.713204050775279	0.106351617723703	Male.No	#7CAE00
#C77CFF	0.557525058446283	0.880692633546212	Male.Yes	#C77CFF
#00BFC4	0.107268693094904	0.649064364843071	Female.Yes	#00BFC4
#00BFC4	0.23628381521187	0.570723264393481	Female.Yes	#00BFC4
#C77CFF	0.691983810202642	0.892161586829884	Male.Yes	#C77CFF
#C77CFF	0.658426601016386	0.589904926293953	Male.Yes	#C77CFF
#00BFC4	0.142067279497331	0.744388063861565	Female.Yes	#00BFC4
#00BFC4	0.175962712869725	0.789924281141297	Female.Yes	#00BFC4
#00BFC4	0.235589534890923	0.607215855016627	Female.Yes	#00BFC4
#C77CFF	0.793503272855146	0.581052693538368	Male.Yes	#C77CFF
#00BFC4	0.288535941984843	0.662652194076641	Female.Yes	#00BFC4
#C77CFF	0.577222143807872	0.728047477335415	Male.Yes	#C77CFF
#C77CFF	0.57405348257585	0.856563095934689	Male.Yes	#C77CFF
#C77CFF	0.619082138280977	0.74626400753517	Male.Yes	#C77CFF
#00BFC4	0.307937621223656	0.789306095631962	Female.Yes	#00BFC4
#C77CFF	0.878285886804489	0.788312547332184	Male.Yes	#C77CFF
#C77CFF	0.793012867597016	0.758775209161368	Male.Yes	#C77CFF
#7CAE00	0.640892935239456	0.370704799636521	Male.No	#7CAE00
#00BFC4	0.428015477447347	0.669770190322941	Female.Yes	#00BFC4
#00BFC4	0.324949280951511	0.73989581071179	Female.Yes	#00BFC4
#00BFC4	0.42290960802612	0.825001043436879	Female.Yes	#00BFC4
#C77CFF	0.635906363837421	0.885259461589158	Male.Yes	#C77CFF
#C77CFF	0.871846680783413	0.842269300906496	Male.Yes	#C77CFF
#C77CFF	0.784473701126196	0.640345170670612	Male.Yes	#C77CFF
#00BFC4	0.230552691373635	0.556368446231566	Female.Yes	#00BFC4
#C77CFF	0.896836764517833	0.614403626458211	Male.Yes	#C77CFF
#00BFC4	0.355465804057365	0.630559783936901	Female.Yes	#00BFC4
#C77CFF	0.806527694517916	0.569147017361088	Male.Yes	#C77CFF
#F8766D	0.139701878313314	0.132524045607583	Female.No	#F8766D
#C77CFF	0.839993112297221	0.704633980566128	Male.Yes	#C77CFF
#00BFC4	0.347621644931761	0.65389519946819	Female.Yes	#00BFC4
#00BFC4	0.244602664373815	0.880768033929846	Female.Yes	#00BFC4
#7CAE00	0.832208480093289	0.208084414543753	Male.No	#7CAE00
#7CAE00	0.861638244072145	0.272541866383769	Male.No	#7CAE00
#00BFC4	0.437274468554692	0.866308974525468	Female.Yes	#00BFC4
#C77CFF	0.598714422180571	0.714162402362986	Male.Yes	#C77CFF
#C77CFF	0.547858928499574	0.714713839221407	Male.Yes	#C77CFF
#7CAE00	0.870113392868503	0.396121277558533	Male.No	#7CAE00
#7CAE00	0.820659540508959	0.415960436940871	Male.No	#7CAE00
#C77CFF	0.785303567790172	0.849576438607817	Male.Yes	#C77CFF
#7CAE00	0.829948433166878	0.102561915039339	Male.No	#7CAE00
#C77CFF	0.801976703107357	0.679498041048646	Male.Yes	#C77CFF
#C77CFF	0.581517941572449	0.554754060185091	Male.Yes	#C77CFF
#F8766D	0.405790546824309	0.136475360274992	Female.No	#F8766D
#7CAE00	0.553134134801274	0.168939755806191	Male.No	#7CAE00
#00BFC4	0.446594013155184	0.650665424340828	Female.Yes	#00BFC4
#C77CFF	0.556254438632591	0.885012532076375	Male.Yes	#C77CFF
#7CAE00	0.548020012507384	0.129650153897025	Male.No	#7CAE00
#F8766D	0.306479982777753	0.125354324382814	Female.No	#F8766D
