colour	x	y	PANEL	fill
#F8766D	0.253428906196154	0.398890185168566	1	#F8766D
#F8766D	0.676614515128541	0.612776331927368	1	#F8766D
#F8766D	0.586153422013922	0.515555356127913	1	#F8766D
#F8766D	0.664036115514508	0.402928594932544	1	#F8766D
#F8766D	0.616824040250879	0.606494361183403	1	#F8766D
#F8766D	0.533255220897374	0.346689999700858	1	#F8766D
#F8766D	0.326142394375905	0.32500224356098	1	#F8766D
#F8766D	0.561168929629885	0.607391785575399	1	#F8766D
#F8766D	0.545144393135295	0.39455263394059	1	#F8766D
#F8766D	0.514301468054311	0.508226390259954	1	#F8766D
#F8766D	0.516196843338617	0.492371892668043	1	#F8766D
#F8766D	0.548590530015852	0.635511083191241	1	#F8766D
#F8766D	0.669205320835344	0.481453229232104	1	#F8766D
#F8766D	0.675752980908402	0.356262526548805	1	#F8766D
#F8766D	0.628885519332828	0.55534117083969	1	#F8766D
#F8766D	0.307705562064925	0.652562146639145	1	#F8766D
#F8766D	0.517919911778896	0.495064165844028	1	#F8766D
#F8766D	0.643531601075195	0.503140985371982	1	#F8766D
#F8766D	0.643359294231167	0.462308175536211	1	#F8766D
#F8766D	0.5136122406782	0.55534117083969	1	#F8766D
#F8766D	0.518092218622924	0.6606389661671	1	#F8766D
#F8766D	0.470535529671239	0.550704478147716	1	#F8766D
#F8766D	0.538596733062237	0.504636692691974	1	#F8766D
#F8766D	0.549968984768075	0.737967034610667	1	#F8766D
#F8766D	0.533944448273485	0.671258488139041	1	#F8766D
#F8766D	0.287717968157695	0.655104849083131	1	#F8766D
#F8766D	0.580984216693087	0.577776780639564	1	#F8766D
#F8766D	0.504307671100696	0.611280624607377	1	#F8766D
#F8766D	0.771555586187883	0.59108857578749	1	#F8766D
#00BFC4	0.677303742504652	0.624741990487301	1	#00BFC4
#F8766D	0.616996347094907	0.506581112207963	1	#F8766D
#F8766D	0.748811082776208	0.640297346615214	1	#F8766D
#F8766D	0.491040044110552	0.549807053755721	1	#F8766D
#F8766D	0.615617892342684	0.550854048879715	1	#F8766D
#F8766D	0.782583224205665	0.388719375392623	1	#F8766D
#F8766D	0.561341236473913	0.362993209488767	1	#F8766D
#F8766D	0.71262664553036	0.615019892907356	1	#F8766D
#F8766D	0.327003928596044	0.494017170720033	1	#F8766D
#F8766D	0.599248742160039	0.520042478087888	1	#F8766D
#F8766D	0.622165552415742	0.424466780340423	1	#F8766D
#F8766D	0.683679095733683	0.545319931795746	1	#F8766D
#F8766D	0.546695154731546	0.4107062729965	1	#F8766D
#F8766D	0.646116203735612	0.408013999820515	1	#F8766D
#F8766D	0.301502515679923	0.292545394717162	1	#F8766D
#F8766D	0.787407815838445	0.411603697388495	1	#F8766D
#F8766D	0.619753256599352	0.552499326931706	1	#F8766D
#F8766D	0.642497760011028	0.553995034251697	1	#F8766D
#F8766D	0.626817837204494	0.448547668192288	1	#F8766D
#00BFC4	0.35526225101661	0.404723443716533	1	#00BFC4
#F8766D	0.607519470673375	0.451987795028269	1	#F8766D
#F8766D	0.612344062306155	0.664079093003081	1	#F8766D
#F8766D	0.482941622441243	0.638053785635227	1	#F8766D
#F8766D	0.660762285477979	0.47322683897215	1	#F8766D
#F8766D	0.629057826176856	0.466346585300188	1	#F8766D
#F8766D	0.596319525811565	0.745595141942625	1	#F8766D
#F8766D	0.565131987042525	0.50179484878399	1	#F8766D
#F8766D	0.639740850506582	0.39470220467259	1	#F8766D
#F8766D	0.695568267971604	0.343399443596877	1	#F8766D
#F8766D	0.623544007167965	0.4820515121601	1	#F8766D
#F8766D	0.529809084016817	0.513162224415926	1	#F8766D
#F8766D	0.637156247846164	0.59108857578749	1	#F8766D
#F8766D	0.236715142325453	0.456923629184241	1	#F8766D
#F8766D	0.331656213384796	0.570746956235604	1	#F8766D
#F8766D	0.376628299676063	0.336967902120913	1	#F8766D
#F8766D	0.416258873802467	0.527072302491848	1	#F8766D
#F8766D	0.396788200427321	0.430000897424392	1	#F8766D
#F8766D	0.587876490454201	0.342950731400879	1	#F8766D
#F8766D	0.528602936108622	0.541431092763768	1	#F8766D
#F8766D	0.29529946929492	0.40352687786054	1	#F8766D
#F8766D	0.264456544213936	0.508824673187951	1	#F8766D
#F8766D	0.257391963608795	0.507478536599958	1	#F8766D
#F8766D	0.42642497760011	0.335472194800921	1	#F8766D
#F8766D	0.486904679853884	0.622199288043316	1	#F8766D
#F8766D	0.770004824591633	0.474423404828143	1	#F8766D
#F8766D	0.393342063546764	0.405920009572527	1	#F8766D
#F8766D	0.709697429181887	0.504786263423973	1	#F8766D
#F8766D	0.443311048314839	0.48923090729606	1	#F8766D
#F8766D	0.363877593218003	0.42685991205241	1	#F8766D
#F8766D	0.40006203046385	0.327694516736965	1	#F8766D
#F8766D	0.326831621752016	0.428654760836399	1	#F8766D
#F8766D	0.628368598800744	0.524080887851865	1	#F8766D
#F8766D	0.243090495554483	0.539486673247779	1	#F8766D
#F8766D	0.253945826728238	0.612178048999372	1	#F8766D
#F8766D	0.715211248190778	0.603951658739418	1	#F8766D
#F8766D	0.335791577641464	0.455128780400251	1	#F8766D
#F8766D	0.380591357088704	0.422522360824434	1	#F8766D
#F8766D	0.714349713970639	0.495363307308026	1	#F8766D
#F8766D	0.585981115169894	0.683224146698974	1	#F8766D
#F8766D	0.375939072299952	0.386027102216638	1	#F8766D
#F8766D	0.638879316286443	0.560127434263663	1	#F8766D
#F8766D	0.632331656213385	0.52318346345987	1	#F8766D
#F8766D	0.772244813563995	0.502841843907984	1	#F8766D
#F8766D	0.369908332758977	0.389915941248616	1	#F8766D
#F8766D	0.649217726928114	0.547114780579736	1	#F8766D
#F8766D	0.212592184161555	0.538140536659786	1	#F8766D
#F8766D	0.39609897305121	0.400385892488558	1	#F8766D
#F8766D	0.790681645874974	0.632519668551258	1	#F8766D
#F8766D	0.386277482941622	0.372117024140716	1	#F8766D
#00BFC4	0.773795575160245	0.463504741392204	1	#00BFC4
#F8766D	0.630608587773106	0.364788058272757	1	#F8766D
#F8766D	0.642325453167	0.744249005354632	1	#F8766D
#F8766D	0.277379557516024	0.532606419575817	1	#F8766D
#F8766D	0.657660762285478	0.453184360884262	1	#F8766D
#F8766D	0.239816665517954	0.519892907355889	1	#F8766D
#F8766D	0.716762009787029	0.320066409405008	1	#F8766D
#F8766D	0.683506788889655	0.479807951180113	1	#F8766D
#F8766D	0.917154869391412	0.439124712076341	1	#F8766D
#F8766D	0.802915431800951	0.645681892967184	1	#F8766D
#F8766D	0.387139017161762	0.364040204612761	1	#F8766D
#F8766D	0.401095871528017	0.415043824224476	1	#F8766D
#F8766D	0.445378730443173	0.368377755840737	1	#F8766D
#F8766D	0.390412847198291	0.326946663076969	1	#F8766D
#F8766D	0.377834447584258	0.42491549253642	1	#F8766D
#F8766D	0.624922461920188	0.670510634479045	1	#F8766D
#F8766D	0.181749259080571	0.404723443716533	1	#F8766D
#F8766D	0.651457715900476	0.597819258727452	1	#F8766D
#F8766D	0.554965883244882	0.416389960812468	1	#F8766D
#F8766D	0.385760562409539	0.576580214783571	1	#F8766D
#F8766D	0.359569922117306	0.46245774626821	1	#F8766D
#F8766D	0.713660486594528	0.576580214783571	1	#F8766D
#F8766D	0.653697704872838	0.471880702384157	1	#F8766D
#F8766D	0.194672272382659	0.485491638996081	1	#F8766D
#F8766D	0.30891170997312	0.444509258428311	1	#F8766D
#F8766D	0.659211523881729	0.484444643872087	1	#F8766D
#F8766D	0.56478737335447	0.5714948098956	1	#F8766D
#F8766D	0.342166930870494	0.418483951060456	1	#F8766D
#00BFC4	0.232579778068785	0.562071853779652	1	#00BFC4
#F8766D	0.260321179957268	0.476966107272129	1	#F8766D
#F8766D	0.25377351988421	0.422372790092435	1	#F8766D
#F8766D	0.507064580605142	0.526474019563852	1	#F8766D
#F8766D	0.692294437935075	0.460214185288223	1	#F8766D
#F8766D	0.345268454062995	0.298079511801131	1	#F8766D
#F8766D	0.447101798883452	0.4820515121601	1	#F8766D
#F8766D	0.655593080157144	0.552349756199707	1	#F8766D
#00BFC4	0.397305120959404	0.46963714140417	1	#00BFC4
#F8766D	0.39127438141843	0.453782643812259	1	#F8766D
#F8766D	0.26256116892963	0.376305004636693	1	#F8766D
#F8766D	0.309945551037287	0.475320829220138	1	#F8766D
#F8766D	0.559618168033634	0.861961171437973	1	#F8766D
#00BFC4	0.435040319801502	0.209384067725627	1	#00BFC4
#F8766D	0.664036115514508	0.619507014867331	1	#F8766D
#00BFC4	0.296505617203115	0.60170809775943	1	#00BFC4
#00BFC4	0.513784547522228	0.372864877800712	1	#00BFC4
#F8766D	0.715383555034806	0.476218253612133	1	#F8766D
#F8766D	0.248259700875319	0.378099853420683	1	#F8766D
#F8766D	0.333379281825074	0.592733853839481	1	#F8766D
#F8766D	0.395409745675098	0.524828741511861	1	#F8766D
#F8766D	0.486215452477772	0.792111639594364	1	#F8766D
#F8766D	0.459507891653457	0.27848574590924	1	#F8766D
#F8766D	0.408160452133159	0.438227287684346	1	#F8766D
#F8766D	0.413329657453994	0.360300936312782	1	#F8766D
#F8766D	0.494830794679165	0.621152292919321	1	#F8766D
#F8766D	0.650940795368392	0.516602351251907	1	#F8766D
#F8766D	0.550658212144186	0.813500254270244	1	#F8766D
#F8766D	0.372148321731339	0.328143228932962	1	#F8766D
#F8766D	0.637673168378248	0.49102575608005	1	#F8766D
#F8766D	0.276690330139913	0.359553082652786	1	#F8766D
#F8766D	0.630780894617134	0.48399593167609	1	#F8766D
#F8766D	0.641119305258805	0.552050614735708	1	#F8766D
#F8766D	0.385760562409539	0.508226390259954	1	#F8766D
#F8766D	0.641636225790888	0.531110712255826	1	#F8766D
#F8766D	0.486732373009856	0.641643483203207	1	#F8766D
#F8766D	0.433834171893308	0.795701337162344	1	#F8766D
#F8766D	0.561858157005996	0.57672978551557	1	#F8766D
#F8766D	0.509649183265559	0.257396272697359	1	#F8766D
#F8766D	0.376800606520091	0.530811570791827	1	#F8766D
#F8766D	0.425391136535943	0.413398546172485	1	#F8766D
#F8766D	0.37369908332759	0.481303658500105	1	#F8766D
#F8766D	0.133503342752774	0.586302312363517	1	#F8766D
#F8766D	0.354745330484527	0.355813814352807	1	#F8766D
#F8766D	0.725205045144393	0.430150468156391	1	#F8766D
#F8766D	0.776552484664691	0.381539980256663	1	#F8766D
#F8766D	0.546867461575574	0.42312064375243	1	#F8766D
#F8766D	0.574436556620029	0.454231356008256	1	#F8766D
#F8766D	0.452615617892343	0.387373238804631	1	#F8766D
#F8766D	0.667137638707009	0.468739717012175	1	#F8766D
#F8766D	0.697980563787994	0.442116126716324	1	#F8766D
#F8766D	0.438486456682059	0.444060546232313	1	#F8766D
#F8766D	0.443483355158867	0.648673307607167	1	#F8766D
#F8766D	0.416431180646495	0.33756618504891	1	#F8766D
#F8766D	0.6559376938452	0.497307726824015	1	#F8766D
#F8766D	0.694879040595493	0.594827844087469	1	#F8766D
#F8766D	0.229995175408367	0.528418439079841	1	#F8766D
#F8766D	0.626645530360466	0.528717580543839	1	#F8766D
#F8766D	0.268247294782549	0.567157258667624	1	#F8766D
#F8766D	0.678854504100903	0.430599180352389	1	#F8766D
#F8766D	0.746054173271762	0.459466331628227	1	#F8766D
#F8766D	0.396960507271349	0.538738819587783	1	#F8766D
#F8766D	0.64628851057964	0.485940351192079	1	#F8766D
#F8766D	0.363016058997863	0.377351999760687	1	#F8766D
#F8766D	0.465194017506375	0.446603248676299	1	#F8766D
#F8766D	0.325453166999793	0.444808399892309	1	#F8766D
#F8766D	0.289613343442001	0.397992760776571	1	#F8766D
#F8766D	0.742780343235233	0.360300936312782	1	#F8766D
#F8766D	0.542042869942794	0.475470399952137	1	#F8766D
#F8766D	0.65266386380867	0.636558078315235	1	#F8766D
#F8766D	0.557895099593356	0.621002722187322	1	#F8766D
#F8766D	0.500172306844028	0.260387687337342	1	#F8766D
#F8766D	0.430388035012751	0.439573424272338	1	#F8766D
#F8766D	0.35526225101661	0.381839121720662	1	#F8766D
#F8766D	0.359914535805362	0.251563014149391	1	#F8766D
#F8766D	0.407643531601075	0.532008136647821	1	#F8766D
#F8766D	0.509132262733476	0.48040623410811	1	#F8766D
#F8766D	0.376628299676063	0.479658380448114	1	#F8766D
#F8766D	0.586153422013922	0.637605073439229	1	#F8766D
#F8766D	0.654903852781032	0.507777678063956	1	#F8766D
#F8766D	0.674029912468123	0.301519638637111	1	#F8766D
#F8766D	0.607864084361431	0.502692273175985	1	#F8766D
#F8766D	0.548245916327797	0.549657483023722	2	#F8766D
#00BFC4	0.576331931904335	0.511217804899937	2	#00BFC4
#00BFC4	0.467778620166793	0.808414849382273	2	#00BFC4
#00BFC4	0.629230133020884	0.619806156331329	2	#00BFC4
#F8766D	0.410745054793576	0.667668790571061	2	#F8766D
#00BFC4	0.627851678268661	0.60170809775943	2	#00BFC4
#00BFC4	0.431077262388862	0.397544048580574	2	#00BFC4
#F8766D	0.607174856985319	0.606494361183403	2	#F8766D
#F8766D	0.443311048314839	0.576430644051572	2	#F8766D
#00BFC4	0.534461368805569	0.629976966107272	2	#00BFC4
#F8766D	0.572541181335723	0.654506566155135	2	#F8766D
#F8766D	0.616996347094907	0.56790511232762	2	#F8766D
#00BFC4	0.585119580949755	0.588097161147507	2	#00BFC4
#00BFC4	0.701599007512578	0.790915073738371	2	#00BFC4
#00BFC4	0.598387207939899	0.569251248915612	2	#00BFC4
#F8766D	0.6151009718106	0.632370097819259	2	#F8766D
#00BFC4	0.598214901095871	0.688608693050944	2	#00BFC4
#F8766D	0.500861534220139	0.437629004756349	2	#F8766D
#00BFC4	0.485009304569577	0.381988692452661	2	#00BFC4
#00BFC4	0.270659590598939	0.43030003888839	2	#00BFC4
#F8766D	0.577021159280447	0.373612731460708	2	#F8766D
#00BFC4	0.259804259425184	0.40173202907655	2	#00BFC4
#00BFC4	0.193983045006548	0.645681892967184	2	#00BFC4
#F8766D	0.640774691570749	0.425513775464417	2	#F8766D
#00BFC4	0.540319801502516	0.689356546710939	2	#00BFC4
#00BFC4	0.364394513750086	0.506581112207963	2	#00BFC4
#F8766D	0.603039492728651	0.486837775584074	2	#F8766D
#00BFC4	0.289613343442001	0.462906458464208	2	#00BFC4
#00BFC4	0.569956578675305	0.714783571150797	2	#00BFC4
#F8766D	0.590116479426563	0.494166741452033	2	#F8766D
#00BFC4	0.620614790819491	0.48040623410811	2	#00BFC4
#00BFC4	0.451064856296092	0.563866702563642	2	#00BFC4
#F8766D	0.644565442139362	0.459167190164229	2	#F8766D
#00BFC4	0.227582879591977	0.481154087768105	2	#00BFC4
#F8766D	0.505858432696947	0.581964761135541	2	#F8766D
#00BFC4	0.467434006478737	0.463504741392204	2	#00BFC4
#F8766D	0.690743676338824	0.548012204971731	2	#F8766D
#00BFC4	0.467434006478737	0.600062819707439	2	#00BFC4
#F8766D	0.593218002619064	0.53933710251578	2	#F8766D
#00BFC4	0.302708663588118	0.616964312423345	2	#00BFC4
#00BFC4	0.274967261699635	0.550554907415717	2	#00BFC4
#F8766D	0.614756358122545	0.513012653683927	2	#F8766D
#00BFC4	0.550658212144186	0.547114780579736	2	#00BFC4
#F8766D	0.521882969191536	0.655254419815131	2	#F8766D
#F8766D	0.444344889379006	0.611280624607377	2	#F8766D
#00BFC4	0.457957130057206	0.471880702384157	2	#00BFC4
#00BFC4	0.356985319456889	0.839824703102097	2	#00BFC4
#00BFC4	0.702460541732718	0.390514224176613	2	#00BFC4
#F8766D	0.672134537183817	0.491624039008047	2	#F8766D
#F8766D	0.532049072989179	0.544272936671752	2	#F8766D
#F8766D	0.497070783651527	0.521239043943881	2	#F8766D
#00BFC4	0.361292990557585	0.432394029136379	2	#00BFC4
#00BFC4	0.559618168033634	0.463355170660205	2	#00BFC4
#F8766D	0.530326004548901	0.501944419515989	2	#F8766D
