colour	x	y	clickSelects	fill
#7CAE00	0.670214182866568	0.426211306655949	Male.No	#7CAE00
#7CAE00	0.66033373282037	0.226179337128997	Male.No	#7CAE00
#7CAE00	0.854063486934385	0.215893024832688	Male.No	#7CAE00
#7CAE00	0.773764223368331	0.0914944323965094	Male.No	#7CAE00
#7CAE00	0.807966210964051	0.242512441832911	Male.No	#7CAE00
#7CAE00	0.763289396312426	0.382032983682372	Male.No	#7CAE00
#7CAE00	0.667896842584014	0.277001542123881	Male.No	#7CAE00
#F8766D	0.0918256310238079	0.340833014469932	Female.No	#F8766D
#F8766D	0.397247696210715	0.253679218617353	Female.No	#F8766D
#7CAE00	0.688545261001722	0.375377137213945	Male.No	#7CAE00
#7CAE00	0.788360288451341	0.309481839734045	Male.No	#7CAE00
#7CAE00	0.826988417401233	0.297344380735674	Male.No	#7CAE00
#C77CFF	0.849727694622495	0.786825002679093	Male.Yes	#C77CFF
#F8766D	0.0991051860831	0.327437594532967	Female.No	#F8766D
#C77CFF	0.751969879154455	0.794718382202766	Male.Yes	#C77CFF
#7CAE00	0.798320399427956	0.419647719795731	Male.No	#7CAE00
#C77CFF	0.66470861739733	0.784763001921502	Male.Yes	#C77CFF
#C77CFF	0.63841287359934	0.780098797584122	Male.Yes	#C77CFF
#C77CFF	0.777317687699741	0.870206084525721	Male.Yes	#C77CFF
#C77CFF	0.652453175915236	0.640683002854613	Male.Yes	#C77CFF
#7CAE00	0.860764207233759	0.45301192863421	Male.No	#7CAE00
#7CAE00	0.616104080087759	0.32629904167896	Male.No	#7CAE00
#F8766D	0.429154768924821	0.208098933524029	Female.No	#F8766D
#00BFC4	0.0941188374364918	0.718700122172859	Female.Yes	#00BFC4
#7CAE00	0.551484491676092	0.268841319632801	Male.No	#7CAE00
#C77CFF	0.588784152218564	0.750669956545938	Male.Yes	#C77CFF
#7CAE00	0.660307790660723	0.321334315548566	Male.No	#7CAE00
#F8766D	0.234498709694228	0.299604818902232	Female.No	#F8766D
#00BFC4	0.447957417843017	0.78956985312768	Female.Yes	#00BFC4
#00BFC4	0.418821949257769	0.818805086595768	Female.Yes	#00BFC4
#F8766D	0.153881367211315	0.191313625990667	Female.No	#F8766D
#7CAE00	0.711171495474198	0.262330731546337	Male.No	#7CAE00
#C77CFF	0.601520860398358	0.875591908327558	Male.Yes	#C77CFF
#7CAE00	0.83376693979583	0.44463147925721	Male.No	#7CAE00
#7CAE00	0.835641745477915	0.255901240997694	Male.No	#7CAE00
#7CAE00	0.791018274866722	0.227295218543573	Male.No	#7CAE00
#C77CFF	0.871215758591213	0.677636441436004	Male.Yes	#C77CFF
#7CAE00	0.787447547370737	0.321348612620072	Male.No	#7CAE00
#F8766D	0.421964834867553	0.313469957306304	Female.No	#F8766D
#C77CFF	0.882355397482487	0.637045031074773	Male.Yes	#C77CFF
#7CAE00	0.585817644203251	0.161887349645522	Male.No	#7CAE00
#F8766D	0.344019654714926	0.197976778176698	Female.No	#F8766D
#7CAE00	0.705869285982441	0.228240533562546	Male.No	#7CAE00
#7CAE00	0.690191654149782	0.270402750762349	Male.No	#7CAE00
#7CAE00	0.651070367375558	0.432957657866857	Male.No	#7CAE00
#7CAE00	0.856515911661766	0.277666119689291	Male.No	#7CAE00
#C77CFF	0.806978767737746	0.603596252727915	Male.Yes	#C77CFF
#7CAE00	0.781327646649019	0.154104859568179	Male.No	#7CAE00
#00BFC4	0.243082794868811	0.590931889770383	Female.Yes	#00BFC4
#00BFC4	0.342722520740195	0.868739270097153	Female.Yes	#00BFC4
#F8766D	0.45384163282473	0.209398798644543	Female.No	#F8766D
#C77CFF	0.635571008717472	0.789934147149324	Male.Yes	#C77CFF
#C77CFF	0.72829345791516	0.832069000567902	Male.Yes	#C77CFF
#C77CFF	0.639064180495387	0.66653833614493	Male.Yes	#C77CFF
#C77CFF	0.893184571188282	0.74769137757407	Male.Yes	#C77CFF
#7CAE00	0.704066896811128	0.40034022224559	Male.No	#7CAE00
#00BFC4	0.123636211014607	0.726940013129603	Female.Yes	#00BFC4
#00BFC4	0.259378500198099	0.62279503817924	Female.Yes	#00BFC4
#00BFC4	0.326408281668343	0.671941629441624	Female.Yes	#00BFC4
#00BFC4	0.286503109149635	0.558157458647408	Female.Yes	#00BFC4
#F8766D	0.228958590379493	0.367198437367651	Female.No	#F8766D
#C77CFF	0.566127990626476	0.692564941096035	Male.Yes	#C77CFF
#C77CFF	0.87266157923097	0.827225327999754	Male.Yes	#C77CFF
#C77CFF	0.882009683515538	0.579798871651292	Male.Yes	#C77CFF
#7CAE00	0.639751849611374	0.401560341769999	Male.No	#7CAE00
#00BFC4	0.434843534095721	0.820524236610667	Female.Yes	#00BFC4
#7CAE00	0.757248667322776	0.423138329928572	Male.No	#7CAE00
#F8766D	0.20033679775555	0.103287588127635	Female.No	#F8766D
#7CAE00	0.902609414251691	0.176069574430585	Male.No	#7CAE00
#7CAE00	0.652700706723739	0.175557979382575	Male.No	#7CAE00
#F8766D	0.238372073932128	0.110218682072379	Female.No	#F8766D
#F8766D	0.405129720964892	0.261148015121845	Female.No	#F8766D
#7CAE00	0.903648358769715	0.248817500742999	Male.No	#7CAE00
#F8766D	0.240815734914081	0.303893938321959	Female.No	#F8766D
#F8766D	0.3189139617607	0.290729984725741	Female.No	#F8766D
#F8766D	0.362814170901071	0.102297137322074	Female.No	#F8766D
#7CAE00	0.898662004789168	0.435383709570901	Male.No	#7CAE00
#F8766D	0.35285337430171	0.155404453250495	Female.No	#F8766D
#7CAE00	0.877849832177162	0.382322606122629	Male.No	#7CAE00
#7CAE00	0.558925746516748	0.184218291616575	Male.No	#7CAE00
#F8766D	0.442374141124839	0.369376864876937	Female.No	#F8766D
#F8766D	0.110985369675539	0.168871491046792	Female.No	#F8766D
#7CAE00	0.646598589945246	0.262138809416104	Male.No	#7CAE00
#F8766D	0.208156745542179	0.194971080192111	Female.No	#F8766D
#F8766D	0.256731767630712	0.357455369254405	Female.No	#F8766D
#7CAE00	0.815581394698132	0.262054247019643	Male.No	#7CAE00
#7CAE00	0.898458168164573	0.32777049604126	Male.No	#7CAE00
#F8766D	0.310759986242787	0.165362753736025	Female.No	#F8766D
#F8766D	0.112993019632995	0.140929249030623	Female.No	#F8766D
#F8766D	0.417728766883639	0.449956241063774	Female.No	#F8766D
#F8766D	0.454095836390148	0.114427692595531	Female.No	#F8766D
#F8766D	0.156630179929462	0.284087822857228	Female.No	#F8766D
#F8766D	0.413903367112983	0.431776052848859	Female.No	#F8766D
#F8766D	0.245737958191471	0.286183461292901	Female.No	#F8766D
#C77CFF	0.579233165068383	0.694582152942365	Male.Yes	#C77CFF
#F8766D	0.122708792374893	0.301432460631159	Female.No	#F8766D
#F8766D	0.393517602743073	0.408512581055137	Female.No	#F8766D
#7CAE00	0.574589957229116	0.397855864583769	Male.No	#7CAE00
#7CAE00	0.781940295191651	0.381749006750231	Male.No	#7CAE00
#F8766D	0.102848451415246	0.215204346501692	Female.No	#F8766D
#F8766D	0.29565975594927	0.441467226736925	Female.No	#F8766D
#F8766D	0.422418917529285	0.267894262278622	Female.No	#F8766D
#F8766D	0.155389659784057	0.334024064750834	Female.No	#F8766D
#F8766D	0.210834207097915	0.330842858180404	Female.No	#F8766D
#7CAE00	0.801357481628656	0.11054099325768	Male.No	#7CAE00
#7CAE00	0.766826042566787	0.102188782089136	Male.No	#7CAE00
#7CAE00	0.747305517000231	0.141395623118363	Male.No	#7CAE00
#7CAE00	0.817988679659638	0.333018220876428	Male.No	#7CAE00
#7CAE00	0.601817200468345	0.440322623926808	Male.No	#7CAE00
#7CAE00	0.818158261054619	0.399305506101386	Male.No	#7CAE00
#7CAE00	0.601190750402483	0.379529281519353	Male.No	#7CAE00
#F8766D	0.344855954193256	0.429654528302225	Female.No	#F8766D
#7CAE00	0.545520655895499	0.211791251278059	Male.No	#7CAE00
#F8766D	0.225416775454174	0.237587497315624	Female.No	#F8766D
#F8766D	0.441991313106634	0.216550291939215	Female.No	#F8766D
#7CAE00	0.788626142184843	0.316801738417284	Male.No	#7CAE00
#7CAE00	0.579832411371171	0.220046300949021	Male.No	#7CAE00
#7CAE00	0.775456139987165	0.189691549675031	Male.No	#7CAE00
#F8766D	0.108912521803921	0.118944420733235	Female.No	#F8766D
#7CAE00	0.874105105345899	0.305897248908877	Male.No	#7CAE00
#00BFC4	0.434100534766912	0.790677223354578	Female.Yes	#00BFC4
#7CAE00	0.846072410656647	0.315587234514003	Male.No	#7CAE00
#7CAE00	0.796660502102565	0.132144252854315	Male.No	#7CAE00
#7CAE00	0.630164494737983	0.245424937287515	Male.No	#7CAE00
#00BFC4	0.19476291181689	0.619903535497459	Female.Yes	#00BFC4
#00BFC4	0.159086551432582	0.601768233474683	Female.Yes	#00BFC4
#C77CFF	0.690891355953433	0.804422482848167	Male.Yes	#C77CFF
#C77CFF	0.896585075946694	0.641078717752614	Male.Yes	#C77CFF
#C77CFF	0.674049966121939	0.603346871635453	Male.Yes	#C77CFF
#C77CFF	0.759543978016485	0.648276472718201	Male.Yes	#C77CFF
#C77CFF	0.620766698975455	0.665957351215184	Male.Yes	#C77CFF
#C77CFF	0.840719342993742	0.868962347592142	Male.Yes	#C77CFF
#C77CFF	0.672243694944138	0.642894875088876	Male.Yes	#C77CFF
#C77CFF	0.614390871826221	0.837587198496542	Male.Yes	#C77CFF
#00BFC4	0.311028366485103	0.722128105011176	Female.Yes	#00BFC4
#C77CFF	0.845460829494352	0.625355287370357	Male.Yes	#C77CFF
#C77CFF	0.896964168599383	0.71165098216046	Male.Yes	#C77CFF
#C77CFF	0.811645094220611	0.673398208127103	Male.Yes	#C77CFF
#C77CFF	0.801936128854074	0.574650610627776	Male.Yes	#C77CFF
#C77CFF	0.795722124251452	0.717235664244403	Male.Yes	#C77CFF
#C77CFF	0.675762739117173	0.891164574518122	Male.Yes	#C77CFF
#7CAE00	0.77777525215325	0.248277681879699	Male.No	#7CAE00
#00BFC4	0.27013983162628	0.899943066337569	Female.Yes	#00BFC4
#C77CFF	0.793743915855884	0.756024069237438	Male.Yes	#C77CFF
#00BFC4	0.453920254822482	0.658699019473385	Female.Yes	#00BFC4
#C77CFF	0.577094652774659	0.860357819294388	Male.Yes	#C77CFF
#C77CFF	0.773341527462683	0.859768028709699	Male.Yes	#C77CFF
#00BFC4	0.391578142361885	0.872904786755415	Female.Yes	#00BFC4
#C77CFF	0.839812304316596	0.788093996488235	Male.Yes	#C77CFF
#C77CFF	0.894230133091862	0.549778148193251	Male.Yes	#C77CFF
#C77CFF	0.888173718513413	0.68792073640295	Male.Yes	#C77CFF
#7CAE00	0.571796717037532	0.264358223415911	Male.No	#7CAE00
#C77CFF	0.740620278499343	0.607821879061786	Male.Yes	#C77CFF
#00BFC4	0.0961006254973736	0.780302316458388	Female.Yes	#00BFC4
#00BFC4	0.145190234804018	0.626601364971562	Female.Yes	#00BFC4
#C77CFF	0.851459980688312	0.58664682388983	Male.Yes	#C77CFF
#C77CFF	0.550458141856573	0.588031981902366	Male.Yes	#C77CFF
#00BFC4	0.254468210464851	0.60674610496922	Female.Yes	#00BFC4
#00BFC4	0.301466036672619	0.793053624812852	Female.Yes	#00BFC4
#00BFC4	0.217163954099471	0.899452426894145	Female.Yes	#00BFC4
#C77CFF	0.70737422960387	0.838234286839989	Male.Yes	#C77CFF
#00BFC4	0.134886205619709	0.730569667521526	Female.Yes	#00BFC4
#C77CFF	0.654279197650877	0.847057604146275	Male.Yes	#C77CFF
#C77CFF	0.838265743445266	0.67065536967394	Male.Yes	#C77CFF
#C77CFF	0.779279402626509	0.861970678141171	Male.Yes	#C77CFF
#00BFC4	0.195910157889805	0.728356613692912	Female.Yes	#00BFC4
#C77CFF	0.707492718303745	0.85975388860838	Male.Yes	#C77CFF
#C77CFF	0.640959955413233	0.831473286178979	Male.Yes	#C77CFF
#7CAE00	0.697221966968341	0.272080069492486	Male.No	#7CAE00
#00BFC4	0.30321584828198	0.604076424867592	Female.Yes	#00BFC4
#00BFC4	0.271798575635661	0.792171439917927	Female.Yes	#00BFC4
#00BFC4	0.192719295874915	0.79678354065188	Female.Yes	#00BFC4
#C77CFF	0.678710259158503	0.839356219311329	Male.Yes	#C77CFF
#C77CFF	0.765931074338203	0.874408079057254	Male.Yes	#C77CFF
#C77CFF	0.896175149912861	0.871448011984202	Male.Yes	#C77CFF
#00BFC4	0.198137048293244	0.597529358907857	Female.Yes	#00BFC4
#C77CFF	0.742482985369861	0.829179540699856	Male.Yes	#C77CFF
#00BFC4	0.118795821273869	0.719650085338137	Female.Yes	#00BFC4
#C77CFF	0.744974557818337	0.882885963740674	Male.Yes	#C77CFF
#F8766D	0.283655679192055	0.327562888999554	Female.No	#F8766D
#C77CFF	0.63367104284804	0.908458925021643	Male.Yes	#C77CFF
#00BFC4	0.230049435811287	0.768015510148623	Female.Yes	#00BFC4
#00BFC4	0.16543039273132	0.906671985729852	Female.Yes	#00BFC4
#7CAE00	0.732398709705607	0.405031277120791	Male.No	#7CAE00
#7CAE00	0.752979739569128	0.268351929008283	Male.No	#7CAE00
#00BFC4	0.446118243885311	0.717770539816808	Female.Yes	#00BFC4
#C77CFF	0.677428473633799	0.805504923855716	Male.Yes	#C77CFF
#C77CFF	0.646655254489319	0.761555689471689	Male.Yes	#C77CFF
#7CAE00	0.861361951651898	0.329672525806183	Male.No	#7CAE00
#7CAE00	0.634100493382324	0.380847070196813	Male.No	#7CAE00
#C77CFF	0.640845452604646	0.779056165198034	Male.Yes	#C77CFF
#7CAE00	0.718600874851373	0.276249906979501	Male.No	#7CAE00
#C77CFF	0.728878005746413	0.63214184733277	Male.Yes	#C77CFF
#C77CFF	0.670303527689116	0.553659374825656	Male.Yes	#C77CFF
#F8766D	0.168315006166019	0.253931874409318	Female.No	#F8766D
#7CAE00	0.595543715256182	0.344345127994364	Male.No	#7CAE00
#00BFC4	0.34722469069741	0.825192618861117	Female.Yes	#00BFC4
#C77CFF	0.710525170476599	0.8035220336169	Male.Yes	#C77CFF
#7CAE00	0.731968182985756	0.286273564466021	Male.No	#7CAE00
#F8766D	0.358681395395913	0.0932321732186458	Female.No	#F8766D
